,Malware,Phishing,Exploits,Fraudlent Services,Unwanted Programs,Spammers,Unlabelled
44038,102,0,3,0,0,0,0
19180,5,0,0,0,0,0,0
132556,9,0,0,0,0,0,0
132559,2,0,0,0,0,0,0
131182,0,2,0,0,0,0,0
394708,148,0,0,0,0,0,0
41714,1,0,1,0,0,0,0
264496,1,0,0,0,0,0,0
41710,1,0,0,0,0,0,0
264492,1,0,0,0,0,0,0
33606,0,1,0,0,0,0,0
15699,719,118,19,53,4,0,0
15692,32,2,0,0,0,0,0
15691,3,2,0,0,0,0,0
15696,16,0,0,0,0,0,0
15694,247,113,2,42,7,0,0
15695,7,0,0,2,4,0,0
29049,38,3,0,0,0,0,0
29518,274,14,4,27,0,0,0
263726,0,4,0,0,0,0,0
263055,1,0,0,0,0,0,0
29046,3,0,0,0,0,0,0
263725,2,0,0,0,0,0,0
29512,1,0,0,0,0,0,0
29513,6,0,0,0,0,0,0
263720,1,4,0,0,0,0,0
29511,1,0,0,0,0,0,0
23778,7,0,0,0,0,0,0
47363,1,0,0,0,0,0,0
47715,2,0,0,0,0,0,0
23772,31,0,0,0,0,0,0
262237,9,8,0,0,0,0,0
23775,1,0,0,0,0,0,0
47713,4,0,1,0,0,0,0
15436,0,0,0,0,2,0,0
12421,6,0,0,0,0,0,0
8680,27,2,1,0,3,0,0
15435,147,1,63,76,0,5,0
6903,452,16,3,42,0,0,0
15433,2,0,0,0,0,0,0
30916,0,1,0,0,0,0,0
8685,232,25,13,63,2,0,0
6459,4,1,0,0,0,0,0
12429,0,2,0,0,0,0,0
394862,16,0,0,0,0,0,0
8137,4,0,1,0,11,0,0
48835,1,0,0,0,0,0,0
48837,32,50,0,0,0,0,0
393667,478,3,21,0,0,0,0
28665,5,0,0,0,0,0,0
7403,2,0,0,0,0,0,0
206542,2,2,0,0,0,0,0
34757,8,3,0,0,0,0,0
50809,1,0,0,0,0,0,0
7738,1247,9,4,1,0,1,0
8345,12,0,0,0,0,0,0
50776,1,0,0,0,0,0,0
35032,4,0,0,0,0,0,0
50803,58,0,0,0,0,0,0
59481,3,0,0,0,0,0,0
33924,1,0,0,0,0,0,0
46850,0,0,0,0,2,0,0
22293,0,0,0,0,1,0,0
19194,48,0,12,94,2,1,0
55720,1883,74,7,23,0,1,0
394719,12,0,0,0,0,0,0
8358,99,0,2,0,0,0,0
8359,340,35,7,6,0,0,0
8351,4,0,0,0,1,0,0
34743,477,17,2,4,0,0,0
8354,12,0,0,0,0,0,0
34744,43,2,1,0,0,0,0
34747,6,0,0,0,0,0,0
35295,92,129,1,2,0,0,0
46851,1,0,0,0,0,0,0
35297,0,12,0,0,6,0,0
35291,2,0,0,0,0,0,0
264194,1,0,0,0,0,0,0
7668,1,0,0,2,0,0,0
26972,2,0,0,0,0,0,0
35298,2,0,0,0,0,0,0
7524,214,0,0,0,0,0,0
39091,1,0,0,0,0,0,0
135193,1,0,0,0,0,0,0
41575,1,0,0,0,0,0,0
24446,3493,455,35,381,4,0,0
24445,1018,347,0,0,2,0,0
24444,589,633,0,2,6,0,0
50113,447,33,26,78,0,0,0
33926,38,0,0,0,0,0,0
50115,4,0,0,0,0,0,0
27813,4,0,0,0,0,0,0
203695,2,0,0,0,0,0,0
55545,20,0,0,0,0,0,0
48999,1,0,0,0,0,0,0
22423,6,0,0,0,0,0,0
131394,15,0,0,0,0,0,0
28669,31,0,0,0,0,0,0
22426,4,0,0,0,0,0,0
131392,142,84,0,23,0,0,0
13773,80,0,0,0,0,0,0
263948,1,0,0,0,0,0,0
13776,42,128,1,4,0,0,0
43727,127,1,0,0,0,0,0
43728,2,0,0,0,0,0,0
30813,12,0,0,0,0,0,0
52799,8,4,0,0,0,0,0
263944,1,0,0,0,0,0,0
27818,1,0,0,0,0,0,0
10021,10,0,0,0,4,0,0
5786,22,0,0,0,0,0,0
201011,81,7,0,92,15,0,0
197812,17,0,0,0,4,0,0
3603,18,0,0,0,0,0,0
3602,30,0,1,1,0,0,0
33762,23,0,0,0,0,0,0
3605,14,0,0,0,0,0,0
60392,43,4,0,6,8,0,0
57766,0,2,0,0,0,0,0
201273,3,0,0,0,0,0,0
51645,19,1,0,0,1,0,0
11439,2,0,0,0,0,0,0
32743,15,0,0,0,0,0,0
32742,63,0,0,0,2,0,0
32740,0,0,0,3,0,0,0
11432,41,3,1,2,0,0,0
11433,1,0,1,0,0,0,0
19229,4,0,0,0,0,0,0
32748,3189,1090,82,801,133,29,0
56015,0,0,0,4,0,0,0
52511,4,0,0,0,0,0,0
52044,2,0,0,0,0,0,0
17451,267,151,3,10,1,0,0
52043,39,8,1,0,0,0,0
52040,1,0,0,0,0,0,0
52041,15,0,0,0,0,0,0
52519,1,0,0,0,0,0,0
17459,1,0,0,0,0,0,0
56019,0,5,1,0,0,0,0
52048,1027,37,8,27,0,0,0
13343,7,0,2,0,0,0,0
60171,2,0,0,0,0,0,0
60175,0,2,0,0,2,0,0
13345,92,15,2,31,8,0,0
4459,3,6,0,0,16,0,0
58689,2,0,0,0,0,0,0
57492,5,0,0,4,0,0,0
36719,0,2,0,0,0,0,0
57496,4,0,0,0,0,0,0
57497,81,21,1,0,1,0,0
57494,662,77,12,306,2,1,0
21215,2,0,0,0,0,0,0
36243,4,0,0,0,0,0,0
42090,2,0,1,0,0,0,0
42091,2,0,0,0,0,0,0
24863,121,6,3,0,0,0,0
24862,2,0,0,0,0,0,0
49017,13,0,0,16,0,0,0
135678,2,0,0,0,0,0,0
3853,2,0,0,0,0,0,0
204196,250,232,5,118,0,0,0
20141,43,10,1,18,19,0,0
134814,72,64,2,2,0,0,0
48635,731,146,62,74,0,1,0
62823,15,0,0,0,0,0,0
62821,4,6,0,5,10,0,0
41273,11,0,0,0,0,0,0
204199,3,0,0,0,0,0,0
201907,2,0,0,0,0,0,0
201901,1,0,0,0,0,0,0
64255,0,4,0,0,0,0,0
44739,1,0,0,0,0,0,0
198670,1,0,0,0,0,0,0
44735,7,0,4,0,0,0,0
44732,0,1,0,0,0,0,0
198678,0,0,2,0,0,0,0
200052,13,9,0,0,0,0,0
6336,5,0,0,0,26,0,0
6337,0,0,2,0,0,0,0
42678,1,0,0,0,0,0,0
46598,1,0,0,0,0,0,0
6332,11,2,0,0,0,0,0
42890,0,1,0,0,0,0,0
42675,3,0,0,0,0,0,0
46597,7,16,0,0,0,0,0
42893,21,2,0,0,0,0,0
42895,1,0,0,0,0,0,0
135491,1,0,0,0,0,0,0
13902,4,0,0,0,31,0,0
41018,164,80,3,8,0,0,0
264399,1,0,0,0,0,0,0
45028,5833,3,1052,4,0,0,0
199503,2,0,0,0,0,0,0
40224,1,0,0,0,0,0,0
41011,188,1,32,6,0,2,0
45025,1362,16,3,0,0,0,0
59728,85,6,0,4,0,0,0
45027,54,2,6,5,0,0,0
27882,2,1,0,0,0,0,0
27883,4,1,0,0,0,0,0
9674,33,0,0,0,2,0,0
55666,22,38,1,16,0,0,0
9676,59,0,0,0,0,0,0
57944,6,0,1,0,0,0,0
10455,4,0,0,0,0,0,0
39657,4,0,0,0,0,0,0
29219,7,2,0,0,0,0,0
57949,1,0,0,0,0,0,0
10101,1,0,0,0,0,0,0
10103,28,1,0,12,0,0,0
21766,1,2,0,0,0,0,0
21769,18,0,1,9,24,0,0
33749,0,1,0,0,0,0,0
8905,20,0,0,0,0,0,0
18812,11,1,0,1,0,0,0
54914,4,0,0,0,0,0,0
11854,476,0,0,434,0,0,0
11855,7,0,0,0,42,0,0
8903,1,0,0,0,0,0,0
37044,4,10,0,0,0,0,0
30212,0,0,0,2,11,0,0
59092,0,0,0,16,0,0,0
30217,290,43,53,125,11,0,0
55664,0,4,0,0,0,0,0
23516,0,0,0,0,4,0,0
42745,0,1,0,8,0,0,0
7122,0,0,0,7,0,0,0
49902,9,0,0,0,0,0,0
200128,23,0,0,6,0,0,0
49907,0,18,0,0,0,0,0
42740,1,0,0,0,0,0,0
49909,1,0,0,0,0,0,0
204136,2,0,0,0,0,0,0
1668,216,0,0,1,521,0,0
132945,13,0,0,0,0,0,0
594,1,0,0,0,0,0,0
202042,1,0,0,0,0,0,0
26689,6,0,0,0,0,0,0
44998,1,5,0,0,0,0,0
2828,264101,14165,78,43,2723,0,0
202109,108,0,10,256,2,0,0
50347,8,0,0,0,2,0,0
44992,1,0,0,0,0,0,0
40630,11,2,0,8,3,0,0
35994,1567854,81695,319,1359,15555,0,0
2820,1,0,1,0,0,0,0
2821,1,0,0,0,0,0,0
40634,6,0,1,1,0,0,0
44994,47,0,3,0,0,0,0
197030,4,0,0,137,0,0,0
197031,0,2,0,0,0,0,0
5416,31,8,0,0,0,0,0
47945,1,0,0,0,0,0,0
197035,13,0,0,0,0,0,0
5413,221,4,11,8,0,0,0
14754,94,17,3,0,0,0,0
28038,8,0,0,0,0,0,0
5419,1,0,0,0,0,0,0
3388,2,0,0,0,0,0,0
264024,1,0,0,0,0,0,0
34245,82,0,0,0,0,0,0
34240,26,4,3,0,0,0,0
34241,8,2,0,0,0,0,0
34243,0,2,0,0,0,0,0
1403,10,0,0,0,0,0,0
34248,51,0,0,3,0,0,0
1404,2,0,0,0,6,0,0
13904,1145,0,0,0,0,0,0
263557,2,0,0,0,0,0,0
39247,1,0,0,0,0,0,0
35191,45,3,0,4,0,0,0
6844,0,3,0,0,0,0,0
13909,29,0,1,20,4,0,0
35199,8,0,0,0,0,0,0
2609,179,7,0,7,0,0,0
18105,1,0,0,0,0,0,0
197155,107,12,5,5,0,0,0
18106,187,47,7,4,0,0,0
18101,180,56,13,40,10,0,0
45996,2128,44,5,20,2,0,0
18103,15,0,0,0,0,0,0
327952,15,0,0,0,0,0,0
45773,1,0,0,0,0,0,0
47684,1,0,0,0,0,0,0
5578,3194,31,11,9,4,0,0
5577,11201,103,381,2235,4,3,0
5576,0,2,0,0,0,0,0
34023,195,0,40,10,0,0,0
30072,1,0,0,0,0,0,0
394473,1,0,0,0,0,0,0
28355,1,0,0,0,0,0,0
38264,4,0,0,0,0,0,0
9647,3,0,0,0,0,0,0
35371,3,0,2,0,0,0,0
31305,1,0,0,0,0,0,0
35376,4,0,0,0,0,0,0
35374,4,0,0,0,0,0,0
14475,0,0,0,4,0,0,0
35378,40,1,0,4,0,0,0
11114,0,0,0,0,2,0,0
200651,67,144,10,22,0,29,0
47366,10,0,7,0,0,0,0
262391,2,0,0,0,0,0,0
11229,2,0,0,0,0,0,0
262398,1,0,0,0,0,0,0
11222,2,0,0,79,0,0,0
19058,7,5,0,0,0,0,0
132768,1,0,0,0,0,0,0
10788,2,0,0,0,0,0,0
51438,0,3,0,0,0,0,0
51342,1,0,0,0,0,0,0
55394,0,0,0,0,6,0,0
51432,0,0,0,0,2,0,0
51433,4,0,0,0,0,0,0
51430,1884,33,39,355,5,0,0
51431,7,0,0,0,0,0,0
22302,1,0,0,0,0,0,0
22300,0,0,4,2,0,0,0
61708,1,0,0,0,0,0,0
34304,7,0,0,0,0,0,0
25308,20,0,0,0,0,0,0
25306,1,0,0,0,0,0,0
25657,4,0,0,0,0,0,0
25304,4,0,0,0,0,0,0
25653,438,61,24,228,11,4,0
262170,22,1,0,0,0,0,0
262171,1,0,0,0,0,0,0
29113,6,0,0,0,0,0,0
9693,18,0,0,0,0,0,0
39135,2,0,0,0,0,0,0
39134,457,70,8,17,26,0,0
50052,6,0,0,0,0,0,0
51260,1,0,0,0,0,0,0
16626,838,88,38,73,2,0,0
16628,58,4,1,2,0,0,0
16629,32,20,0,8,0,0,0
32354,57,0,2,0,1,0,0
42468,18,61,1,0,0,0,0
16625,16618,5056,148,421,5507,0,0
16190,10,0,0,0,0,0,0
16191,1,0,0,0,0,0,0
16197,1,0,0,0,0,0,0
9532,1,0,0,0,0,0,0
263236,2,0,0,0,0,0,0
12759,0,0,0,0,1,0,0
12754,18,0,0,3,0,0,0
50887,10,0,0,0,0,0,0
30975,13,0,0,0,0,0,0
10938,2,0,0,0,0,0,0
56370,208,19,0,0,0,0,0
59970,0,2,0,0,0,0,0
56377,3,0,0,0,0,0,0
9449,0,2,0,0,0,0,0
57531,1,0,0,0,0,0,0
9110,3,0,0,0,0,0,0
9112,1,2,0,0,0,0,0
9443,23,0,2,0,0,0,0
57026,8,0,1,8,0,0,0
9441,4,0,0,0,0,0,0
9116,1647,59,16,99,58,0,0
61966,13,2,0,0,0,0,0
49807,1,0,0,0,0,0,0
12282,0,1,0,0,0,0,0
21155,448,99,24,85,9,0,0
11922,5,0,0,0,7,0,0
61969,64880,2058,602,17248,444,35,0
21151,1,0,0,0,0,0,0
51677,0,0,0,0,5,0,0
199082,6,0,0,0,0,0,0
199081,194,21,2,136,0,0,0
26108,11,0,0,0,2,0,0
199086,19,0,0,0,0,0,0
26105,6,0,1,0,0,0,0
26106,0,0,0,3,0,0,0
26107,4,0,0,0,0,0,0
26101,2718,226,40,595,472,0,0
49734,7,0,5,0,0,0,0
50543,10,6,0,0,0,0,0
21487,166,5,0,0,0,0,0
42280,30,4,0,0,0,0,0
63835,9829,1325,2,2,15,0,0
21483,3,9,0,0,0,0,0
63838,1187,239,0,0,0,0,0
42289,113,10,5,2,0,0,0
58345,4,0,0,0,0,0,0
15296,3,0,0,0,0,0,0
21378,14,12,0,2,0,0,0
21379,1,0,0,0,0,0,0
49223,1327,21,3,2,0,0,0
21371,15,0,0,0,2,0,0
49226,4,0,0,0,0,0,0
54643,77,5,1,342,0,0,0
55577,200,0,1,1,0,0,0
38466,1,0,0,0,0,0,0
56957,0,0,2,0,0,0,0
56951,2,0,0,0,0,0,0
8535,38,5,0,0,0,0,0
13489,1190,12,0,9,10,1,0
53075,3,0,0,0,0,0,0
51655,1,0,0,0,0,0,0
34527,193,1,1,0,0,0,0
53073,3,0,0,0,0,0,0
199267,16,1,2,13,0,0,0
51652,0,1,0,0,0,0,0
199265,1,0,0,0,0,0,0
34526,6,0,0,1,0,0,0
10668,17,0,0,7,12,0,0
50545,2,0,0,0,0,0,0
4864,17,0,0,0,0,0,0
19235,2,0,1,0,0,0,0
33487,16,12,0,0,11,0,0
133676,13,0,0,0,0,0,0
14103,4,0,1,0,1,0,0
18483,0,0,0,0,1,0,0
58621,833,205,3,265,4,0,0
33480,300,168,17,48,3,0,0
14280,95,3,2,154,4,0,0
5618,8,2,0,0,0,0,0
33489,2,0,4,0,0,0,0
52704,4,0,0,0,0,0,0
17716,12,3,4,0,0,0,0
17710,0,0,2,0,0,0,0
17713,18,0,0,0,0,0,0
52709,1,0,0,0,0,0,0
44923,1,0,0,0,0,0,0
13157,5,0,0,0,0,0,0
13156,112,4,0,0,0,0,0
131144,2,0,0,0,0,0,0
60610,0,0,0,6,2,0,0
264254,2,0,0,0,0,0,0
36053,42,0,1,1,0,0,0
36052,1,0,0,0,0,0,0
36057,416,20,24,5,2,0,0
53255,8,0,0,0,0,0,0
53257,1,0,0,0,0,0,0
36504,2,0,0,0,0,0,0
10933,0,0,2,0,0,0,0
33260,16,0,9,12,0,0,0
37907,181,22,5,92,7,0,0
37903,1,0,0,0,0,0,0
64804,1,0,0,0,0,0,0
17908,17,0,0,0,0,0,0
7016,59,1,0,1,0,0,0
27435,148,3,6,63,5,0,0
48176,10,2,0,2,0,0,0
45903,816,18,1,4,0,0,0
203802,4,0,0,0,0,0,0
27431,8,0,0,1,0,0,0
9808,3779,3596,7,5,45,0,0
62610,959,19,0,22,0,0,0
38072,31,0,3,0,0,0,0
30689,46,0,0,0,0,1,0
31127,16,0,0,0,0,0,0
7015,21,0,6,0,0,1,0
9730,3,0,0,0,0,0,0
39904,4,1,0,0,0,0,0
9111,1,0,0,0,0,0,0
44050,2117,70,197,267,4,6,0
44056,44,0,0,0,0,0,0
133405,46,1,0,2,0,0,0
40028,62,28,0,18,0,0,0
133159,46,8,0,22,0,0,0
44058,6,0,0,8,0,0,0
40020,1,1,0,0,0,0,0
57020,0,0,0,0,2,0,0
47889,2003,27,2,8,0,0,0
9115,35,2,7,14,0,0,0
47886,8,0,0,0,5,0,0
47887,1,0,0,0,0,0,0
47880,32,0,0,0,0,0,0
49871,0,0,0,0,6,0,0
47551,1478,0,0,6,0,0,0
12990,2175,365,6,0,4,0,0
12993,76,13,1,1,8,0,0
12994,13,0,1,19,0,0,0
12996,90,57,3,54,1,0,0
12997,5,0,0,0,0,0,0
12998,35,1,0,0,0,0,0
49877,12,1,0,1,0,0,0
30600,3,0,0,0,0,0,0
41733,121,8,0,8,0,0,0
29535,0,0,0,0,24,0,0
29028,14,2,17,4,0,0,0
263700,0,5,0,0,0,0,0
40281,11,0,0,0,0,0,0
263703,1,0,0,0,0,0,0
29024,36,10,0,0,9,0,0
34896,2,0,0,0,0,0,0
47771,26,0,0,0,0,0,0
47774,0,14,0,0,0,0,0
4466,5,0,0,0,0,0,0
15418,1620,42,27,0,0,0,0
15419,310,0,1,0,0,0,0
8111,5,0,0,0,0,0,0
6921,59,26,1,13,2,0,0
15412,24,0,0,0,0,0,0
133239,1,0,0,0,0,0,0
26744,1,0,0,0,0,0,0
50757,1,0,0,0,0,0,0
50751,1139,0,1,0,0,0,0
39308,26,0,0,0,0,0,0
39309,7,0,1,0,0,0,0
39306,19,0,0,13,0,0,0
39307,6,0,0,0,0,0,0
39302,4,1,0,0,0,0,0
39300,7,0,0,0,0,0,0
39301,6,0,0,0,0,0,0
50289,1,0,0,0,0,0,0
21150,6,0,0,0,0,0,0
50284,24,0,0,0,0,0,0
8376,263,0,0,0,0,0,0
8377,15,1,1,0,0,0,0
8374,99,0,0,0,0,0,0
34764,8,0,0,4,0,0,0
34762,315,39,6,58,0,0,0
8371,33,0,0,0,0,0,0
394738,2,0,0,1,5,0,0
42031,1,0,0,0,0,0,0
262683,1,0,0,0,0,0,0
133075,4,0,0,0,0,0,0
262604,12,0,0,0,0,0,0
27837,3,0,0,0,0,0,0
49689,1,0,0,0,0,0,0
32844,0,0,0,0,7,0,0
50130,4,1,0,4,0,0,0
50134,451,0,86,0,0,1,0
50135,13,0,0,0,0,0,0
24429,7,282,8,0,6,0,0
30970,67,0,0,0,0,0,0
47087,1,0,0,0,0,0,0
28773,1,0,0,0,0,0,0
24422,52,7,2,2930,0,0,0
24424,0,0,0,0,40,0,0
22442,17,16,0,0,0,0,0
22113,9,0,0,0,0,0,0
61579,1,0,0,0,0,0,0
134053,1,0,0,0,0,0,0
263961,2,0,0,0,0,0,0
263963,1,0,0,0,0,0,0
43258,78,0,0,0,0,0,0
43709,1,0,0,0,0,0,0
43708,1849,0,0,317,0,0,0
201079,91,18,0,4,0,0,0
43703,4,2,0,0,0,0,0
43702,2,0,0,0,0,0,0
43700,5,0,1,0,0,0,0
55705,0,0,0,0,13,0,0
55707,0,0,0,0,0,1,0
55701,182,45,0,0,0,0,0
19429,63,14,0,0,0,0,0
197832,1,0,0,0,2,0,0
197834,6,0,0,0,0,0,0
51088,50,1,10,165,0,0,0
52284,259,3,3,348,2,0,0
42081,0,0,1,0,0,0,0
52288,3,0,0,0,0,0,0
35415,14931,582,282,797,1538,9,0
60376,10,2,0,0,0,0,0
60371,261,0,0,0,0,0,0
35419,71,0,0,0,0,0,0
11414,9,0,0,0,0,0,0
57704,2,1,0,0,0,0,0
57705,1,0,0,0,0,0,0
11419,30,1,0,1,0,0,0
201294,3,0,0,0,0,0,0
51661,16,0,0,0,0,0,0
55565,0,2,0,0,0,0,0
55569,0,0,0,0,2,0,0
51669,5,0,0,0,0,0,0
17479,47,0,0,0,0,0,0
56030,27,6,0,16,0,0,0
56037,0,0,0,4,0,0,0
24342,4,6,0,0,0,0,0
56035,0,2,0,0,0,0,0
38895,3451,512,21,276,488,0,0
17471,1,0,0,0,0,0,0
38896,1,0,0,0,0,0,0
17477,10,8,0,0,4,0,0
13368,2,0,0,0,0,1,0
60118,101,26,0,37,5,0,0
25465,3,0,0,0,0,0,0
60111,1,0,0,0,0,0,0
13362,0,0,0,0,4,0,0
60115,9,2,0,0,0,0,0
60117,835,212,1038,133,1,0,0
13367,8,0,3,0,0,0,0
262615,2,0,0,0,0,0,0
262617,19,0,0,0,0,0,0
262618,11,0,0,0,0,0,0
46029,0,8,0,0,0,0,0
134009,0,0,0,49,0,0,0
44212,1,0,0,0,0,0,0
49037,2,2,0,0,0,0,0
42074,4,0,0,0,0,0,0
24841,1,0,0,0,0,0,0
34993,6,7,0,4,2,0,0
45588,23,0,0,0,0,0,0
48348,155,26,3,39,0,0,0
134833,2,13,3,4,0,0,0
48347,467,74,0,1003,3,0,0
45224,4,0,0,0,0,0,0
134294,1,0,0,0,0,0,0
48614,214,0,8,0,0,0,0
41256,231,0,0,0,0,0,0
134835,2,4,0,0,0,0,0
42288,4,0,0,0,0,0,0
201920,1,0,0,0,0,0,0
201924,22,2,0,6,0,0,0
42486,0,0,0,2,0,0,0
201928,147,32,6,10,0,0,0
134823,0,1,0,0,0,0,0
8147,1,0,0,0,0,0,0
198611,5,0,0,0,0,0,0
16872,1,0,0,0,0,0,0
16871,2,0,0,0,0,0,0
16876,1,0,0,0,0,0,0
198616,62,0,0,4,0,0,0
198619,1,0,0,0,0,0,0
22933,2,1,0,0,0,0,0
265068,1,0,0,0,0,0,0
12143,10,2,0,0,0,0,0
12140,358,5,0,0,0,0,0
12147,0,0,1,0,0,0,0
12145,1,0,0,0,0,0,0
6315,33,2,2,12,0,0,0
42612,803,213,61,1618,5,0,0
42610,2707,87,1,2663,1,0,0
196878,4,1,2,0,0,0,0
42616,0,3,0,0,0,0,0
45048,1,0,0,0,0,0,0
196728,2,0,0,0,0,0,0
199524,3,0,0,0,7,0,0
39681,4,0,0,0,0,0,0
45043,44,0,0,2,0,0,0
59702,1,0,0,0,0,0,0
45041,22,0,0,0,0,0,0
196727,2,0,0,0,2,0,0
59873,6,0,0,0,0,0,0
45044,1,0,0,0,0,0,0
45045,174,19,4,4,0,0,0
10439,464,80,49,151,7,0,0
53628,130,193,9,23,0,0,0
36998,9,0,0,0,0,0,0
9308,75,4,1,0,20,0,0
9657,29,4,0,8,0,0,0
29239,9,0,0,0,0,0,0
29238,1,0,0,0,0,0,0
36992,64,1,16,0,0,0,0
10430,1,0,0,0,0,0,0
9658,18,0,0,2,0,0,0
36996,5,0,0,0,0,0,0
36997,1,0,0,0,0,0,0
36994,11,0,0,0,11,0,0
10436,2,0,0,0,0,0,0
21743,11,2,0,0,0,0,0
37020,1,0,0,0,0,0,0
33016,1,0,0,0,0,0,0
21740,34317,2034,548,4745,396,15,0
21747,0,0,0,0,0,1,0
33011,74,20,0,0,0,0,0
49699,397,44,11,23,3,0,0
8968,57,2,2,2,0,0,0
62845,15,0,0,0,0,0,0
37457,138,0,0,3,0,0,0
8966,1,0,0,0,0,0,0
56601,41,0,0,0,0,0,0
197575,1,0,0,0,0,0,0
44395,460,18,0,0,0,0,0
26914,1,0,0,0,1,0,0
132967,1,2,0,0,0,0,0
132960,10,0,0,0,0,0,0
49961,0,1,0,0,0,0,0
263641,1,0,0,0,0,0,0
49963,2,0,0,2,0,0,0
49964,23,3,1,4,0,0,0
41034,1,2,0,0,0,0,0
3382,4,2,1,0,0,0,0
263314,3,0,0,0,0,0,0
29492,2,0,0,2,0,0,0
29491,107,1,2,0,0,0,0
44313,2,0,0,0,0,0,0
44312,7,0,1,0,0,0,0
29944,270,14,16,7,84,0,0
29498,2,0,0,0,0,0,0
9457,78,9,2,0,0,0,0
44318,13,0,0,0,0,0,0
44725,63,0,0,0,0,0,0
24213,115,21,0,0,0,0,0
24211,3,0,0,0,8,0,0
18293,0,0,0,0,1,0,0
59216,1,0,0,0,0,0,0
24218,103,23,4,0,0,0,0
18298,12,0,0,0,0,0,0
1421,7,4,0,0,1,0,0
58478,4,0,0,0,0,0,0
5430,36,0,0,0,27,0,0
1422,0,3,0,0,11,0,0
28548,3,0,0,0,0,0,0
5435,1,0,0,0,0,0,0
28546,13,8,0,8,0,0,0
5438,5,1,0,0,0,0,0
28545,1,0,0,0,0,0,0
8536,5,0,0,0,0,0,0
3361,52,11,0,4,0,0,0
58477,158,20,2,100,0,2,0
3363,1,0,0,0,0,0,0
34222,79,0,1,20,0,0,0
34223,1,0,0,0,0,0,0
34221,535,76,14,2,1,1,0
34226,10,0,0,0,0,0,0
34224,415,43,4,72,0,15,0
34225,12,4,2,0,0,0,0
34229,102,0,32,0,0,2,0
38794,21,0,0,4,0,0,0
2018,24,2,0,0,0,0,0
4270,1,0,0,0,0,0,0
35179,23,0,0,8,0,0,0
199987,2,0,0,0,0,0,0
199984,30,0,0,2,0,0,0
4274,8,0,0,0,0,0,0
35174,18,4,0,0,0,0,0
35177,13,12,0,0,0,0,0
46589,0,0,0,0,8,0,0
327979,84,16,0,0,0,0,0
35173,0,8,0,0,0,0,0
262997,1,0,0,0,0,0,0
197133,7,0,0,2,9,0,0
18126,48,0,0,0,3,0,0
42602,2,0,0,0,0,0,0
38244,86,10,0,0,0,0,0
4866,3,0,0,0,0,0,0
43457,4,0,0,0,0,0,0
59343,1,0,0,0,0,0,0
30099,2,0,78,0,0,0,0
51246,0,0,0,0,6,0,0
34590,18,0,0,0,1,0,0
8580,4,5,0,0,0,0,0
2012,1,2,0,0,0,0,0
34594,24,3,18,0,0,0,0
8584,2,0,2,5,0,0,0
8586,7,5,0,0,0,0,0
35311,44,0,0,0,0,0,0
44277,1,0,0,0,0,0,0
8278,1,0,0,0,0,0,0
31321,1,1,0,0,0,0,0
31323,8,0,0,0,0,0,0
132742,92,37,1,31,0,0,0
51417,0,2,0,0,0,0,0
132747,1,0,0,0,0,0,0
47345,2,0,0,0,0,0,0
23184,18,5,1,6,0,0,0
262377,37,6,0,0,0,0,0
23637,649,17,4,1,172,0,0
262375,8,0,0,0,0,0,0
262372,5,2,0,0,0,0,0
48979,19,17,1,2,0,0,0
30890,49,0,2,0,0,0,0
48974,27,0,3,27,0,2,0
27747,296,2,2,0,1,0,0
48971,49,0,1,0,6,0,0
27740,1,0,0,0,0,0,0
48973,9,2,0,0,0,0,0
27742,4,0,0,0,0,0,0
25923,0,0,0,0,2,0,0
25921,1,0,0,4,0,0,0
25926,57,28,0,4,0,0,0
45050,0,0,0,0,2,0,0
206914,2,2,0,0,0,0,0
264383,12,0,0,0,0,0,0
54561,2,0,0,0,0,0,0
6863,2,0,0,0,0,0,0
62004,0,9,0,0,0,0,0
45055,4,0,0,0,0,0,0
25670,6,0,0,0,0,0,0
25677,2,2,0,0,0,0,0
45057,1,0,0,0,0,0,0
12422,5,0,0,0,0,0,0
23456,9,2,5,3,0,0,0
9667,0,0,0,0,13,0,0
27294,2,0,0,0,0,0,0
262844,1,0,0,0,0,0,0
7506,3737,517,107,2172,20,10,0
33902,1,0,0,0,0,0,0
39116,0,2,0,0,0,0,0
39114,2,0,0,0,0,0,0
9889,20,4,2,8,0,0,0
16604,2430,0,0,0,0,0,0
56851,95,14,7,29,0,0,0
52703,2,0,0,0,0,0,0
17633,8,0,0,0,0,0,0
6124,11,0,0,60,0,0,0
32338,144,54,21,2,5,0,0
61186,0,0,0,0,1,0,0
12772,15,0,0,0,0,0,0
12773,3,0,0,0,0,0,0
12778,16,5,0,3,0,0,0
6128,712,25,11,56,0,0,0
42441,5,0,0,0,0,0,0
32335,16,0,0,0,7,0,0
131210,2,0,0,0,0,0,0
22588,0,2,0,0,0,0,0
22589,4,0,0,0,0,0,0
265037,1,0,0,0,0,0,0
30725,1,0,0,0,0,0,0
15974,9,0,0,0,0,0,0
265222,1,0,0,0,0,0,0
10950,4,0,0,0,0,0,0
10954,8,0,0,0,0,0,0
37054,139,0,0,0,0,0,0
21176,0,0,0,0,3,0,0
16463,1,0,0,0,0,0,0
15971,8,0,7,2,0,0,0
18806,2,0,0,0,0,0,0
24989,183,8,4,0,7,0,0
38130,2,0,0,0,0,0,0
43067,56,0,0,0,0,0,0
25582,18,0,0,0,0,0,0
